Date,Open,High,Low,Close,Adj Close,Volume
2023-05-30,56.880001068115234,57.7599983215332,56.7599983215332,57.369998931884766,54.280330657958984,3025500
2023-05-31,56.61000061035156,56.9900016784668,56.189998626708984,56.65999984741211,53.60856628417969,5094200
2023-06-01,56.79999923706055,57.47999954223633,56.209999084472656,56.90999984741211,53.84510803222656,3434000
2023-06-02,58.0,58.91999816894531,57.25,58.7400016784668,55.57655334472656,3452100
2023-06-05,59.33000183105469,59.33000183105469,58.5,58.720001220703125,55.5576286315918,1897200
2023-06-06,58.029998779296875,59.43000030517578,58.0,59.310001373291016,56.1158561706543,2512500
2023-06-07,59.81999969482422,60.5,59.380001068115234,60.43000030517578,57.175537109375,2695300
2023-06-08,60.45000076293945,60.7400016784668,59.52000045776367,60.709999084472656,57.440460205078125,3159700
2023-06-09,60.52000045776367,60.65999984741211,59.63999938964844,59.84000015258789,56.6173095703125,2816400
2023-06-12,59.38999938964844,60.310001373291016,59.310001373291016,59.79999923706055,56.579463958740234,2914200
2023-06-13,60.34000015258789,61.08000183105469,60.2400016784668,60.279998779296875,57.03361129760742,4780300
2023-06-14,60.650001525878906,61.060001373291016,60.02000045776367,60.43000030517578,57.175537109375,2526700
2023-06-15,60.540000915527344,61.400001525878906,60.40999984741211,61.11000061035156,57.81891632080078,2992800
2023-06-16,61.20000076293945,61.459999084472656,60.68000030517578,60.95000076293945,57.66753387451172,7633300
2023-06-20,60.560001373291016,60.56999969482422,59.060001373291016,59.31999969482422,56.12531280517578,3237600
2023-06-21,58.95000076293945,59.380001068115234,58.560001373291016,59.08000183105469,55.89823913574219,4272500
2023-06-22,58.970001220703125,59.0,57.900001525878906,58.189998626708984,55.05616760253906,3053800
2023-06-23,57.540000915527344,58.06999969482422,57.369998931884766,57.689998626708984,54.583099365234375,3427800
2023-06-26,57.849998474121094,58.91999816894531,57.849998474121094,58.599998474121094,55.444091796875,2138100
2023-06-27,58.599998474121094,59.790000915527344,58.5099983215332,59.5,56.295623779296875,2918000
2023-06-28,59.66999816894531,60.560001373291016,59.060001373291016,60.52000045776367,57.26069259643555,2623200
2023-06-29,60.75,61.54999923706055,60.65999984741211,61.4900016784668,58.17845153808594,2428900
2023-06-30,62.459999084472656,62.459999084472656,61.540000915527344,61.720001220703125,58.39606475830078,2603500
2023-07-03,61.83000183105469,62.65999984741211,61.77000045776367,62.400001525878906,59.03944396972656,1166400
2023-07-05,62.2400016784668,62.61000061035156,61.279998779296875,61.59000015258789,58.27306365966797,2096700
2023-07-06,61.11000061035156,61.2400016784668,60.52000045776367,60.939998626708984,57.6580696105957,2070000
2023-07-07,60.70000076293945,62.220001220703125,60.70000076293945,62.16999816894531,58.82182693481445,3614400
2023-07-10,62.04999923706055,62.779998779296875,61.91999816894531,62.400001525878906,59.03944396972656,2635500
2023-07-11,62.84000015258789,63.72999954223633,62.75,63.34000015258789,59.92881774902344,3015700
2023-07-12,64.01000213623047,64.43000030517578,63.68000030517578,64.37000274658203,60.903350830078125,2462900
2023-07-13,64.7300033569336,65.36000061035156,64.5,65.31999969482422,61.802188873291016,3182200
2023-07-14,64.76000213623047,64.83000183105469,63.560001373291016,63.72999954223633,60.297813415527344,2661400
